"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                Severe material deprivation rate by degree of urbanisation"	"ilc_mddd23"	"dataset"	"22.03.2024"	"02.02.2024"	"2003"	"2023"	4164
"                Severe housing deprivation rate by tenure status - EU-SILC survey"	"ilc_mdho06c"	"dataset"	"22.03.2024"	"03.01.2024"	"2003"	"2020"	9280
"                    Severe housing deprivation rate by tenure status"	"tepsr_lm440"	"table"	"22.03.2024"	"22.03.2024"	"2005"	"2020"	1044
"                Severe housing deprivation rate by degree of urbanisation - EU-SILC survey"	"ilc_mdho06d"	"dataset"	"22.03.2024"	"03.01.2024"	"2003"	"2020"	1756
"                Noise from neighbours or from the street by degree of urbanisation"	"ilc_mddw04"	"dataset"	"22.03.2024"	"05.02.2024"	"2003"	"2023"	5571
"                Pollution, grime or other environmental problems by degree of urbanisation"	"ilc_mddw05"	"dataset"	"22.03.2024"	"05.02.2024"	"2003"	"2023"	5571
"                Crime, violence or vandalism in the area by degree of urbanisation"	"ilc_mddw06"	"dataset"	"22.03.2024"	"05.02.2024"	"2003"	"2023"	5562
"            Labour market"	"degurb_labour"	"folder"	" "	" "	" "	" "	
"                Regional labour market statistics by degree of urbanisation"	"du_lfst_r_lfurb"	"folder"	" "	" "	" "	" "	
"                    Employment rates by sex, age, educational attainment level, citizenship and degree of urbanisation"	"lfst_r_erednu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	901181
"                    Employment rates by sex, age, educational attainment level, country of birth and degree of urbanisation"	"lfst_r_eredcobu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	867818
"                    Activity rates by sex, age, educational attainment level, citizenship and degree of urbanisation"	"lfst_r_arednu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	901181
"                    Activity rates by sex, age, educational attainment level, country of birth and degree of urbanisation"	"lfst_r_aredcobu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	867818
"                    Employment rates by sex, age and degree of urbanisation (%)"	"lfst_r_ergau"	"dataset"	"14.03.2024"	"14.03.2024"	"1992"	"2022"	316501
"                        Gender employment gap by degree of urbanisation"	"tepsr_lm230"	"table"	"14.03.2024"	"14.03.2024"	"2005"	"2022"	2444
"                    Employment by sex, age, job tenure and degree of urbanisation"	"lfst_r_egadu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1175956
"                    Part-time employment by sex, age, educational attainment level, country of birth and degree of urbanisation"	"lfst_r_e2pgaedcu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1735636
"                    Part-time employment by sex, age, educational attainment level, citizenship and degree of urbanisation"	"lfst_r_e2pgaednu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1802362
"                    Self-employment by sex, age, country of birth and degree of urbanisation"	"lfst_r_e2sgacu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1112516
"                    Self-employment by sex, age, citizenship and degree of urbanisation"	"lfst_r_e2sganu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1078930
"                    Temporary employees by sex, age, educational attainment level, country of birth and degree of urbanisation"	"lfst_r_e2tgaedcu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1735636
"                    Temporary employees by sex, age, educational attainment level, citizenship and degree of urbanisation"	"lfst_r_e2tgaednu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1802362
"                    Unemployment rates by sex, age and degree of urbanisation (%)"	"lfst_r_urgau"	"dataset"	"14.03.2024"	"14.03.2024"	"1992"	"2022"	305961
"                    Unemployment by sex, age, country of birth and degree of urbanisation"	"lfst_r_lfu2gacu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	256180
"                    Unemployment rates by sex, age, country of birth and degree of urbanisation"	"lfst_r_lfur2gacu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	256180
"                    Unemployment by sex, age, citizenship and degree of urbanisation"	"lfst_r_lfu2ganu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	273504
"                    Unemployment rates by sex, age, citizenship and degree of urbanisation"	"lfst_r_lfur2ganu"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	273504
"                    Number of households by degree of urbanisation and NUTS 2 regions (1 000)"	"lfst_r_lfsd2hh"	"dataset"	"15.06.2023"	"15.06.2023"	"2006"	"2022"	27285
"                    Population by sex, age, citizenship, labour status and degree of urbanisation"	"lfst_r_pgauwsn"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1575813
"                    Population by sex, age, country of birth, labour status and degree of urbanisation"	"lfst_r_pgauwsc"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	1503032
"                    Annual population by sex, age, degree of urbanisation and labour status (1 000)"	"lfsa_pgauws"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	1750101
"                    Quarterly population by sex, age, degree of urbanisation and labour status (1 000)"	"lfsq_pgauws"	"dataset"	"15.03.2024"	"15.03.2024"	"1998-Q1"	"2023-Q4"	5829990
"                Labour market transitions - LFS longitudinal data"	"du_lfsi_long"	"folder"	" "	" "	" "	" "	
"                    Transition from unemployment to employment by sex, age and degree of urbanisation (annual averages of quarterly transitions, estimated probabilities) - experimental statistics"	"lfsi_long_e03"	"dataset"	"14.03.2024"	"14.03.2024"	"2011"	"2023"	3707
"                    Transition from employment to unemployment by sex, age and degree of urbanisation (annual averages of quarterly transitions, estimated probabilities) - experimental statistics"	"lfsi_long_e04"	"dataset"	"14.03.2024"	"14.03.2024"	"2011"	"2023"	5172
"                LFS ad-hoc modules"	"du_lfso"	"folder"	" "	" "	" "	" "	
"                    2019. Work organisation and working time arrangements"	"du_lfso_19"	"folder"	" "	" "	" "	" "	
"                        Persons in employment by main place of work, educational attainment level and degree of urbanisation"	"lfso_19plwk25"	"dataset"	"04.02.2022"	"08.02.2021"	"2019"	"2019"	49171
"                        Persons in employment by commuting time, educational attainment level and degree of urbanisation"	"lfso_19plwk28"	"dataset"	"04.02.2022"	"08.02.2021"	"2019"	"2019"	129711
"                    2018. Reconciliation between work and family life"	"du_lfso_18"	"folder"	" "	" "	" "	" "	
"                        Persons in employment with childcare responsibilities by effect on employment and degree of urbanisation"	"lfso_18ceffdu"	"dataset"	"04.02.2022"	"03.01.2024"	"2018"	"2018"	29638
"                        Population by care responsibilities and degree of urbanisation"	"lfso_18cresdu"	"dataset"	"04.02.2022"	"03.01.2024"	"2018"	"2018"	42168
"                        Population with childcare responsibilities by use of childcare services and degree of urbanisation"	"lfso_18cusedu"	"dataset"	"04.02.2022"	"03.01.2024"	"2018"	"2018"	39193
"                        Employees with care responsibilities by working time flexibility for care, educational attainment level and degree of urbanisation"	"lfso_18poseedu"	"dataset"	"04.02.2022"	"03.01.2024"	"2018"	"2018"	79232
"                        Employees with care responsibilities by flexibility for taking whole days off for care, educational attainment level and degree of urbanisation"	"lfso_18powtedu"	"dataset"	"04.02.2022"	"03.01.2024"	"2018"	"2018"	79437
"                        Persons in employment with care responsibilities by main obstacle at work for reconciliation and degree of urbanisation"	"lfso_18wobsdu"	"dataset"	"04.02.2022"	"03.01.2024"	"2018"	"2018"	32541
"                    2017. Self-employment"	"du_lfso_17"	"folder"	" "	" "	" "	" "	
"                        Employed persons by professional status, sex, educational attainment level and degree of urbanisation"	"lfso_17csur"	"dataset"	"03.02.2022"	"03.01.2024"	"2017"	"2017"	14874
"            Tourism"	"degurb_tour"	"folder"	" "	" "	" "	" "	
"                Nights spent at tourist accommodation establishments by degree of urbanisation and coastal/non-coastal area"	"tour_occ_ninatdc"	"dataset"	"12.01.2024"	"21.12.2023"	"2012"	"2022"	60374
"                Nights spent at tourist accommodation establishments by degree of urbanisation and coastal/non-coastal area and NUTS 2 regions"	"tour_occ_nin2dc"	"dataset"	"12.01.2024"	"09.01.2024"	"2012"	"2022"	183292
"                Establishments, bedrooms and bed-places in tourist accommodation, by degree of urbanisation and coastal/non-coastal area"	"tour_cap_natdc"	"dataset"	"12.01.2024"	"03.01.2024"	"2012"	"2023"	43741
"                Establishments, bedrooms and bed-places in tourist accommodation, by degree of urbanisation and coastal/non-coastal area and NUTS 2 regions"	"tour_cap_nuts2dc"	"dataset"	"12.01.2024"	"09.01.2024"	"2012"	"2023"	443908
"            Digital economy and society"	"degurb_isoc"	"folder"	" "	" "	" "	" "	
"                ICT usage in households and by individuals"	"du_isoc_i"	"folder"	" "	" "	" "	" "	
"                    Connection to the internet and computer use"	"du_isoc_ici"	"folder"	" "	" "	" "	" "	
"                        Households - type of connection to the internet"	"isoc_ci_it_h"	"dataset"	"13.03.2024"	"03.01.2024"	"2003"	"2021"	99427
"                        Individuals - devices used to access the internet"	"isoc_ci_dev_i"	"dataset"	"13.03.2024"	"03.01.2024"	"2016"	"2023"	233403
"                        Individuals - mobile internet access"	"isoc_ci_im_i"	"dataset"	"13.03.2024"	"03.01.2024"	"2011"	"2019"	361265
"                        Households - availability of computers"	"isoc_ci_cm_h"	"dataset"	"13.03.2024"	"03.01.2024"	"2006"	"2017"	5870
"                        Households - devices to access the internet"	"isoc_ci_id_h"	"dataset"	"13.03.2024"	"03.01.2024"	"2002"	"2014"	95814
"                        Households - reasons for not having internet access at home"	"isoc_pibi_rni"	"dataset"	"13.03.2024"	"03.01.2024"	"2005"	"2019"	124713
"                        Individuals - frequency of computer use"	"isoc_ci_cfp_fu"	"dataset"	"13.03.2024"	"03.01.2024"	"2003"	"2017"	276685
"                        Households -  level of internet access"	"isoc_ci_in_h"	"dataset"	"13.03.2024"	"03.01.2024"	"2002"	"2023"	11047
"                        Individuals - computer use"	"isoc_ci_cfp_cu"	"dataset"	"13.03.2024"	"03.01.2024"	"2002"	"2017"	197588
"                    Internet use"	"du_isoc_iiu"	"folder"	" "	" "	" "	" "	
"                        Individuals - internet use"	"isoc_ci_ifp_iu"	"dataset"	"13.03.2024"	"03.01.2024"	"2002"	"2023"	488845
"                        Individuals - frequency of internet use"	"isoc_ci_ifp_fu"	"dataset"	"13.03.2024"	"03.01.2024"	"2003"	"2023"	575280
"                        Individuals - places of internet use"	"isoc_ci_ifp_pu"	"dataset"	"13.03.2024"	"03.01.2024"	"2002"	"2019"	681715
"                        Individuals - internet activities"	"isoc_ci_ac_i"	"dataset"	"13.03.2024"	"03.01.2024"	"2002"	"2023"	2420139
"                    E-commerce"	"du_isoc_iec"	"folder"	" "	" "	" "	" "	
"                        Individuals - use of cloud services"	"isoc_cicci_use"	"dataset"	"13.03.2024"	"03.01.2024"	"2014"	"2020"	273954
"                        Individuals - use of collaborative economy (until 2019)"	"isoc_ci_ce_i"	"dataset"	"13.03.2024"	"03.01.2024"	"2017"	"2019"	187384
"                        Internet purchases by individuals (2020 onwards)"	"isoc_ec_ib20"	"dataset"	"13.03.2024"	"03.01.2024"	"2020"	"2023"	367138
"                            Individuals using the internet for buying goods or services"	"tin00096"	"table"	"13.03.2024"	"13.03.2024"	"2020"	"2023"	282
"                        Internet purchases - goods or services (2020 onwards)"	"isoc_ec_ibgs"	"dataset"	"13.03.2024"	"12.02.2024"	"2020"	"2023"	1841184
"                        Internet purchases - origin of sellers (2020 onwards)"	"isoc_ec_ibos"	"dataset"	"13.03.2024"	"03.01.2024"	"2020"	"2023"	236894
"                        Internet purchases - collaborative economy (2020 onwards)"	"isoc_ec_ce_i"	"dataset"	"13.03.2024"	"12.02.2024"	"2020"	"2023"	225180
"                        Internet purchases - money spent (2020 onwards)"	"isoc_ec_ibm"	"dataset"	"13.03.2024"	"03.01.2024"	"2020"	"2021"	228354
"                        Internet purchases - problems encountered (2021 onwards)"	"isoc_ec_iprb21"	"dataset"	"13.03.2024"	"15.12.2023"	"2021"	"2023"	245860
"                        Internet purchases - perceived barriers (2021 onwards)"	"isoc_ec_inb21"	"dataset"	"13.03.2024"	"19.09.2023"	"2021"	"2021"	50929
"                        Financial activities over the internet (2020 onwards)"	"isoc_ec_ifi20"	"dataset"	"13.03.2024"	"03.01.2024"	"2020"	"2023"	95248
"                        Internet purchases by individuals (until 2019)"	"isoc_ec_ibuy"	"dataset"	"13.03.2024"	"03.01.2024"	"2002"	"2019"	4201989
"                        Problems encountered by individuals when buying/ordering over the internet (until 2019)"	"isoc_ec_iprb"	"dataset"	"13.03.2024"	"03.01.2024"	"2002"	"2019"	554416
